delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2189440,26832,2792,DELIVERED,129f24d17d7,5,PAID,1691,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",23/11/2021,27/11/2021,29/12/2021,05/01/2022,07/01/2022,03/01/2022
2189441,174,1684,DELIVERED,03cc2c0b2f5,5,PAID,1884,B,San Jose,,"Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",10/12/2021,10/12/2021,08/01/2022,09/02/2022,11/02/2022,08/02/2022
2189445,17764,1144,DELIVERED,0b7b9235491,5,PAID,1967,C,Boston,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",17/10/2021,26/10/2021,20/12/2021,25/12/2021,27/12/2021,22/12/2021
2189447,2836,1570,DELIVERED,deb36e3deb1,5,PAID,1118,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/11/2021,17/11/2021,03/12/2021,11/12/2021,10/12/2021,06/12/2021
2189451,19877,1768,DELIVERED,71a98dbec38,5,PAID,1151,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",04/11/2021,05/11/2021,21/12/2021,19/12/2021,21/12/2021,17/12/2021
2189452,14433,3143,DELIVERED,3f9a4fad999,5,PAID,1836,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,05/12/2021,18/02/2022,28/02/2022,04/03/2022,16/02/2022
2189454,28633,3445,DELIVERED,eb293f31af1,5,PAID,1461,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",10/12/2021,12/12/2021,19/02/2022,25/02/2022,01/03/2022,16/02/2022
2189455,27857,6135,DELIVERED,4af21df3642,5,PAID,3053,B,San Jose,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",12/12/2021,12/12/2021,26/01/2022,05/02/2022,07/02/2022,04/02/2022
2189456,25798,3287,DELIVERED,8883902ec1d,5,PAID,1782,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,17/02/2022,18/02/2022,06/03/2022,08/02/2022
2189458,7783,4511,DELIVERED,a2690b80807,5,PAID,4490,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",14/11/2021,21/11/2021,06/12/2021,13/12/2021,14/12/2021,10/12/2021
2189460,23219,1864,DELIVERED,f69bb2a13d7,5,PAID,5051,D,New York,,,,,,,,,,
2189462,30561,3753,DELIVERED,ed34020c170,5,PAID,4377,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,,22/02/2022,26/02/2022,16/02/2022
2189463,13117,900,DELIVERED,2f1973b1e85,5,PAID,5669,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/11/2021,28/11/2021,18/01/2022,24/01/2022,26/01/2022,22/01/2022
2189464,26681,3330,DELIVERED,b89150363d1,5,PAID,4832,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",21/11/2021,24/11/2021,12/02/2022,21/02/2022,25/02/2022,16/02/2022
2189469,731,2165,DELIVERED,8b0f659dc62,5,PAID,4523,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,30/12/2021,06/01/2022,10/01/2022,05/01/2022
2189470,13074,2923,DELIVERED,c6833f34cc1,5,PAID,4944,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",03/12/2021,05/12/2021,18/02/2022,28/02/2022,04/03/2022,16/02/2022
2189471,4536,1771,DELIVERED,3096010ceb9,5,PAID,4224,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",16/12/2021,19/12/2021,11/02/2022,01/01/1900,15/02/2022,12/02/2022
2189474,4536,1156,DELIVERED,6c8752ad08f,10,PAID,5188,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",07/11/2021,17/11/2021,10/12/2021,20/12/2021,21/12/2021,18/12/2021
2189475,13074,1704,DELIVERED,b1e594918d1,5,PAID,5025,A,Birmingham,"Jiaxing, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",08/12/2021,08/12/2021,,01/01/1900,24/01/2022,18/01/2022
2189476,5107,2865,DELIVERED,e92ae535f88,5,PAID,5276,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",04/11/2021,04/11/2021,21/12/2021,01/01/1900,28/12/2021,22/12/2021
2189480,26467,5400,DELIVERED,be7b9caba5f,5,PAID,4730,C,Boston,,,,,,,,,,
2189482,23671,1551,DELIVERED,da5725ead48,5,PAID,4639,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,27/12/2021,03/01/2022,06/01/2022,05/01/2022
2189486,28633,4416,DELIVERED,4da5fb3b419,5,PAID,4425,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",28/10/2021,29/10/2021,13/12/2021,12/12/2021,15/12/2021,13/12/2021
2189489,8771,1374,DELIVERED,3e816f297ca,5,PAID,4573,B,San Jose,,"Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",27/11/2021,27/11/2021,16/01/2022,21/01/2022,24/01/2022,18/01/2022
2189491,27741,2184,DELIVERED,05dac83d08e,5,PAID,4196,A,Birmingham,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",27/10/2021,31/10/2021,01/02/2022,19/02/2022,23/02/2022,16/02/2022
2189493,27741,2702,DELIVERED,90bfc84fd64,5,PAID,4025,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Oakland, California, United States","Dallas, Texas, United States",03/12/2021,04/12/2021,19/01/2022,11/02/2022,15/02/2022,12/02/2022
2189494,12079,650,DELIVERED,98c2447761d,5,PAID,5957,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",17/12/2021,22/12/2021,02/02/2022,01/01/1900,08/02/2022,04/02/2022
2189498,28301,1150,DELIVERED,92e14de14d1,5,PAID,5042,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",14/12/2021,17/12/2021,17/01/2022,24/01/2022,26/01/2022,22/01/2022
2189503,26520,6747,DELIVERED,04d7974a6d2,15,PAID,4102,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",31/10/2021,21/11/2021,08/12/2021,14/12/2021,15/12/2021,13/12/2021
2189504,16430,1167,DELIVERED,1d62ffa4cce,15,PAID,5555,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",28/12/2021,30/12/2021,08/02/2022,20/02/2022,24/02/2022,18/02/2022
2189505,,4110,CANCELLED,025355a59d5,5,PAID,4944,A,Birmingham,,,,,,,,,,
2189511,1759,904,DELIVERED,cb27af0ffc6,5,PAID,4624,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Houston, Texas, United States","Dallas, Texas, United States",01/12/2021,05/12/2021,08/02/2022,01/01/1900,16/02/2022,12/02/2022
2189512,8769,1004,DELIVERED,edb666dcd3e,5,PAID,5907,C,Boston,,,,,,,,,,
2189514,596,914,DELIVERED,7feff2f34cc,5,PAID,4046,B,San Jose,,,,,,,,,,
2189515,26832,2638,DELIVERED,494ecbf6db5,5,PAID,4408,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",13/12/2021,16/12/2021,08/01/2022,17/01/2022,18/01/2022,17/01/2022
2189516,18715,2139,DELIVERED,26f0a726e57,5,PAID,1696,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/11/2021,23/11/2021,11/12/2021,20/12/2021,22/12/2021,18/12/2021
2189517,6161,2772,DELIVERED,1133037ce38,5,PAID,1678,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",04/12/2021,08/12/2021,17/01/2022,01/01/1900,25/01/2022,18/01/2022
2189519,22036,1159,DELIVERED,8624b41b3e5,15,PAID,1349,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",25/12/2021,30/12/2021,08/02/2022,18/02/2022,21/02/2022,18/02/2022
2189520,5555,2733,DELIVERED,c22342727c7,5,PAID,2518,C,Boston,,,,,,,,,,
2189523,6952,2170,DELIVERED,ab85051ce2e,5,PAID,1761,B,San Jose,,,,,,,,,06/01/2022,
2189524,15086,1769,DELIVERED,ff4647081ab,5,PAID,1637,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",07/11/2021,17/11/2021,10/12/2021,20/12/2021,20/12/2021,17/12/2021
2189525,8302,1347,DELIVERED,e6beff830aa,5,PAID,1880,B,San Jose,,,,,,,,,,
2189526,1173,2319,DELIVERED,6344f79727b,5,PAID,1128,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",08/12/2021,12/12/2021,31/01/2022,05/02/2022,07/02/2022,04/02/2022
2189527,15834,4433,DELIVERED,f6abf3c8862,5,PAID,1941,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",08/12/2021,12/12/2021,31/01/2022,04/02/2022,07/02/2022,04/02/2022
2189528,10927,2824,DELIVERED,01610358fca,5,PAID,1032,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",10/11/2021,17/11/2021,07/12/2021,13/12/2021,14/12/2021,13/12/2021
2189529,771,2257,DELIVERED,246325d0322,13,PAID,1875,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/12/2021,16/12/2021,23/01/2022,01/01/1900,26/01/2022,22/01/2022
2189530,12041,2654,DELIVERED,41b77855fe6,5,PAID,3985,D,New York,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",13/12/2021,13/12/2021,25/01/2022,01/01/1900,02/02/2022,26/01/2022
2189531,25651,1525,DELIVERED,c84615fae2f,13,PAID,1400,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",06/12/2021,10/12/2021,31/01/2022,06/02/2022,08/02/2022,08/02/2022
2189533,20177,3034,DELIVERED,2b7eeb58961,10,PAID,1001,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",07/12/2021,12/12/2021,31/01/2022,04/02/2022,07/02/2022,04/02/2022
2189536,12041,1696,DELIVERED,0b82427cd99,5,PAID,1400,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",06/12/2021,16/12/2021,15/01/2022,23/01/2022,21/01/2022,18/01/2022
2189537,6131,803,DELIVERED,247b5f7c331,5,PAID,1587,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/12/2021,16/12/2021,23/01/2022,01/01/1900,28/01/2022,26/01/2022
2189541,15086,4011,DELIVERED,d107b9f19ae,5,PAID,1588,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/11/2021,23/11/2021,11/12/2021,16/12/2021,20/12/2021,14/12/2021
2189542,8102,1300,DELIVERED,82083f7d385,5,PAID,1148,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",04/01/2022,04/01/2022,25/02/2022,28/02/2022,14/03/2022,18/02/2022
2189544,26233,4914,DELIVERED,c96fa737494,5,PAID,2385,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",09/12/2021,13/12/2021,31/01/2022,14/02/2022,16/02/2022,12/02/2022
2189545,30030,2429,DELIVERED,f7d888a48f6,5,PAID,1704,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",04/12/2021,12/12/2021,13/01/2022,23/01/2022,25/01/2022,22/01/2022
2189548,7549,147,DELIVERED,1fe4bd28bcb,5,PAID,1381,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",06/12/2021,10/12/2021,04/01/2022,14/01/2022,17/01/2022,14/01/2022
2189552,512,214,DELIVERED,1a91c2faf01,5,PAID,1476,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,02/01/2022,08/01/2022,10/01/2022,07/01/2022
2189553,,6901765,DELIVERED,f6381c953b6,5,PAID,1864,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",19/11/2021,23/11/2021,09/12/2021,14/12/2021,15/12/2021,14/12/2021
2189559,13874,3692,DELIVERED,5884fdde6c3,5,PAID,1409,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",22/12/2021,22/12/2021,30/01/2022,01/01/1900,02/02/2022,31/01/2022
2189561,23055,1977,DELIVERED,0f41abcbb55,5,PAID,1886,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",21/11/2021,02/12/2021,18/01/2022,24/01/2022,24/01/2022,22/01/2022
2189562,20500,4504,DELIVERED,b6adf5a81b2,5,PAID,1510,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Fort Worth, Texas, United States","Fort Worth, Texas, United States",28/10/2021,30/10/2021,12/12/2021,16/12/2021,16/12/2021,14/12/2021
2189563,25575,4192,DELIVERED,902f8abc16f,5,PAID,1784,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",14/12/2021,23/12/2021,08/02/2022,20/02/2022,24/02/2022,16/02/2022
2189564,11063,1388,DELIVERED,07426f2d5f5,5,PAID,1460,C,Boston,,,,,,,,,13/12/2021,
2189569,14702,3989,DELIVERED,a82dcb8d881,15,PAID,1490,B,San Jose,,,,,,,,,22/12/2021,
2189571,11063,3861,DELIVERED,4e4cf11a64c,5,PAID,1409,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/11/2021,14/11/2021,12/12/2021,21/12/2021,23/12/2021,22/12/2021
2189573,18937,3044,DELIVERED,aa1611d7652,5,PAID,1096,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",20/08/2021,20/08/2021,07/09/2021,18/09/2021,20/09/2021,17/09/2021
2189580,10024,1252,DELIVERED,bf06a82b160,5,PAID,1989,A,Birmingham,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",14/12/2021,18/12/2021,16/03/2022,,02/04/2022,16/02/2022
2189582,358,3955,DELIVERED,c392e7d7c14,5,PAID,1192,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",13/12/2021,16/12/2021,09/01/2022,14/01/2022,17/01/2022,14/01/2022
2189583,5539,322,DELIVERED,3b0773b0e68,5,PAID,1091,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/12/2021,16/12/2021,23/01/2022,01/01/1900,27/01/2022,26/01/2022
2189584,7468,3787,DELIVERED,3f6cbed5c11,10,PAID,1003,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",07/11/2021,23/11/2021,15/12/2021,25/12/2021,27/12/2021,22/12/2021
2189585,30442,1999,DELIVERED,6335dcc1e9e,5,PAID,1004,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",31/12/2021,05/01/2022,22/02/2022,26/02/2022,02/03/2022,16/02/2022
2189588,7468,2664,DELIVERED,932237f1ab0,1,PAID,1551,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Houston, Texas, United States","Houston, Texas, United States",30/12/2021,30/12/2021,,03/02/2022,09/02/2022,08/02/2022
2189591,26506,1451,DELIVERED,3d07c378073,5,PAID,1126,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",22/11/2021,28/11/2021,03/01/2022,09/01/2022,10/01/2022,10/01/2022
2189596,9222,1439,DELIVERED,70162a6bed5,5,PAID,1624,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/12/2021,22/12/2021,02/02/2022,01/01/1900,08/02/2022,04/02/2022
2189597,26506,3761,DELIVERED,a73c4734bc3,5,PAID,1330,C,Boston,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/11/2021,15/11/2021,06/01/2022,30/01/2022,31/01/2022,31/01/2022
2189600,5052,2575,DELIVERED,933eba72928,5,PAID,1108,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",14/11/2021,29/11/2021,27/12/2021,02/01/2022,07/01/2022,05/01/2022
2189603,15561,2441,DELIVERED,ee2fe1ef2f7,5,PAID,1983,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",16/11/2021,23/11/2021,17/12/2021,26/12/2021,28/12/2021,22/12/2021
2189607,8434,4012,DELIVERED,1bdcfd03d77,5,PAID,1200,B,San Jose,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",08/12/2021,12/12/2021,08/02/2022,22/02/2022,26/02/2022,16/02/2022
2189608,7850,3838,DELIVERED,25a01702bfa,1,PAID,1273,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Fort Worth, Texas, United States",24/10/2021,24/10/2021,29/12/2021,02/01/2022,06/01/2022,03/01/2022
2189610,4313,2113,DELIVERED,62f4e5dc422,5,PAID,1080,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",18/07/2021,04/08/2021,10/09/2021,18/09/2021,22/09/2021,17/09/2021
2189612,7783,2988,DELIVERED,97288953ef2,5,PAID,1507,C,Boston,,,,,,,,,,
2189613,10614,3984,DELIVERED,f0d1649b284,5,PAID,1953,B,San Jose,,,,,,,,,,
2189615,7480,1295,DELIVERED,f0ec5faf401,5,PAID,1224,D,New York,,,,,,,,,23/12/2021,
2189619,13322,3292,DELIVERED,6a7784a2b04,15,PAID,1652,B,San Jose,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",14/12/2021,14/12/2021,17/02/2022,28/02/2022,28/02/2022,16/02/2022
2189620,11941,1388,DELIVERED,26f2237abdc,5,PAID,1279,A,Birmingham,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Elwood, Illinois, United States",13/06/2021,03/07/2021,21/07/2021,22/02/2022,26/02/2022,16/02/2022
2189623,11753,5086,DELIVERED,ed5eeebcea6,5,PAID,1665,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",30/01/2022,30/01/2022,20/02/2022,23/02/2022,09/03/2022,18/02/2022
2189630,20973,731,DELIVERED,323c4cb8177,5,PAID,1066,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/12/2021,16/12/2021,23/01/2022,01/01/1900,28/01/2022,26/01/2022
2189633,17249,1023,DELIVERED,fd1093997e0,15,PAID,1378,B,San Jose,"Nagoya, Aichi-ken, Japan","Nagoya, Aichi-ken, Japan","Tacoma, Washington, United States","Tacoma, Washington, United States",19/11/2021,22/11/2021,11/02/2022,15/01/2022,28/02/2022,16/02/2022
2189634,18937,3101,DELIVERED,51792083040,13,PAID,1386,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/11/2021,14/11/2021,11/12/2021,20/12/2021,21/12/2021,18/12/2021
2189638,23093,3375,DELIVERED,0ec4cdab145,5,PAID,1021,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",04/12/2021,08/12/2021,18/01/2022,01/01/1900,20/01/2022,18/01/2022
2189642,18754,388,DELIVERED,54af9c6c681,15,PAID,2150,A,Birmingham,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",30/11/2021,03/12/2021,29/12/2021,05/01/2022,07/01/2022,05/01/2022
2189643,1015,1861,DELIVERED,ce419862e5a,5,PAID,1986,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",06/12/2021,13/12/2021,31/01/2022,05/02/2022,08/02/2022,04/02/2022
2189646,14059,410,DELIVERED,bab46c92c66,5,PAID,1534,C,Boston,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",07/12/2021,11/12/2021,08/02/2022,22/02/2022,26/02/2022,16/02/2022
2189650,23093,451,DELIVERED,3cf7a7c2956,5,PAID,1911,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",11/01/2022,11/01/2022,,01/01/1900,05/01/1900,16/02/2022
2189651,23558,1837,DELIVERED,d071bb29a25,5,PAID,1090,D,New York,,"Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",12/12/2021,12/12/2021,24/01/2022,24/01/2022,24/01/2022,18/01/2022
2189655,1074,1139,DELIVERED,fd0124d43ba,5,PAID,1015,B,San Jose,,"Shanghai, Shanghai Shi, China","Oakland, California, United States","Dallas, Texas, United States",11/12/2021,11/12/2021,10/01/2022,26/01/2022,28/01/2022,26/01/2022
2189659,31115,3417,DELIVERED,27378c12c8a,10,PAID,1824,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/12/2021,23/12/2021,08/02/2022,14/02/2022,16/02/2022,12/02/2022
2189662,15061,5309,DELIVERED,647df1deed5,5,PAID,1426,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Los Angeles, California, United States","Dallas, Texas, United States",14/12/2021,18/12/2021,16/03/2022,,02/04/2022,16/02/2022
2189666,23587,2139,DELIVERED,395a94fa58d,5,PAID,1406,C,Boston,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Long Beach, California, United States","Dallas, Texas, United States",26/10/2021,28/10/2021,24/12/2021,30/12/2021,03/01/2022,28/12/2021
2189667,25849,4705,DELIVERED,cff0003c7b9,5,PAID,1180,B,San Jose,"Yantian, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Houston, Texas, United States","Dallas, Texas, United States",21/12/2021,24/12/2021,05/02/2022,01/01/1900,10/02/2022,08/02/2022
2189669,2905,1644,DELIVERED,85eda18d221,5,PAID,1897,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",17/12/2021,23/12/2021,08/02/2022,16/02/2022,17/02/2022,16/02/2022
2189674,26343,3634,DELIVERED,5b1034c2546,5,PAID,1005,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Fort Worth, Texas, United States",25/11/2021,25/11/2021,04/02/2022,11/02/2022,11/02/2022,08/02/2022
