order_id,customer_id,order_date,payment_order_id,quantity,online_retail_seller,order_created_hour,order_created_minute,order_created_day,order_created_month,order_created_year,payment_amount,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,delivery_fee
7521e426529,2950ecd915b,13/8/2021,68875588,1,Amazon,16,24,3,1,2020,250.72,224,263,48,7.25,ONLINE,PAID,5340,B,San Jose,38.72
753cef7b41f,2640db701e9,12/8/2021,68875743,1,Amazon,16,25,3,1,2020,261.29,40,211,284,3.3,ONLINE,PAID,1739,A,Birmingham,24.29
754d56f4f6f,6df4c271596,13/8/2021,68875747,1,Amazon,16,25,3,1,2020,213.25,156,300,59,1.04,ONLINE,PAID,1019,B,San Jose,21.25
755cbe72fab,4adbefaffcf,14/8/2021,68875852,1,Betsy,16,26,3,1,2020,273.4,233,155,64,3.11,ONLINE,PAID,1321,C,Boston,54.4
75626b74cf7,014bef200a3,15/8/2021,68875888,3,Betsy,16,26,3,1,2020,846.14,203,197,219,1.72,ONLINE,PAID,1494,B,San Jose,37.14
7571775b661,cc496d9856b,14/10/2021,68875922,1,Betsy,16,26,3,1,2020,222.09,29,135,286,0.51,ONLINE,PAID,1585,D,New York,43.09
757350ef76a,c2cd541dc1e,30/3/2021,68875925,1,Amazon,16,26,3,1,2020,261.77,117,255,61,3.72,ONLINE,PAID,1833,B,San Jose,50.77
758f769165d,ec273e0718f,4/9/2021,68875968,1,Amazon,16,26,3,1,2020,317.08,119,71,123,0.94,DEBIT,PAID,1975,A,Birmingham,26.08
75b8a1fa923,2f4be95f836,3/11/2021,68876094,1,Amazon,16,27,3,1,2020,305.36,253,210,228,0.54,ONLINE,PAID,1270,B,San Jose,58.36
75c0f0fd785,4b17a5d949a,3/8/2021,68876095,10,Betsy,16,27,3,1,2020,2651.89,78,232,125,2.34,ONLINE,PAID,1686,C,Boston,86.89
75c89cce463,7a7f29c2675,4/8/2021,68876171,3,Betsy,16,27,3,1,2020,822.3,10,187,79,3.15,ONLINE,PAID,5213,B,San Jose,38.3
75ca93d38d6,becb99f39e9,26/7/2021,68876182,1,Betsy,16,27,3,1,2020,259.55,203,217,217,0.79,ONLINE,PAID,4924,D,New York,48.55
75d1ca465c3,dc43ba31e20,27/7/2021,68876184,1,Amazon,16,27,3,1,2020,152.51,291,170,220,2.02,ONLINE,PAID,4948,B,San Jose,10.51
75da409f501,a86085e06ec,28/7/2021,68876229,1,Amazon,16,27,3,1,2020,253.17,134,176,170,0.69,ONLINE,PAID,5921,A,Birmingham,18.17
75dcff1bf7d,767d5df01bd,29/7/2021,68876324,1,Betsy,16,27,3,1,2020,182.71,15,43,222,0.62,CREDIT,PAID,5917,B,San Jose,44.71
75e2b14b6fb,a1ed29814cf,30/7/2021,68876347,10,Amazon,16,27,3,1,2020,2353.18,80,203,202,2.34,ONLINE,PAID,5164,C,Boston,192.18
75f43bbccfc,1cda895d6fa,19/9/2021,68876418,1,Betsy,16,28,3,1,2020,342.63,76,37,33,5.72,ONLINE,PAID,5289,B,San Jose,14.63
75f7764c6cd,02e620fa897,8/7/2021,68876479,1,Amazon,16,28,3,1,2020,202.83,280,17,216,5.95,ONLINE,PAID,4348,D,New York,42.83
75ffed3366b,960f6241e76,2/8/2021,68876505,1,Betsy,16,28,3,1,2020,320.4,281,229,236,3.3,ONLINE,PAID,4404,B,San Jose,55.4
7602e306360,473bc8c4833,2/5/2021,68876553,1,Betsy,16,28,3,1,2020,267.67,253,170,81,3.35,ONLINE,PAID,5479,A,Birmingham,18.67
7613e2a17f3,0e38db97c25,20/4/2021,68876566,3,Amazon,16,28,3,1,2020,743.26,264,141,216,6.6,ONLINE,PAID,4259,B,San Jose,105.26
76149a037ce,062f9bcc7ac,27/4/2021,68876581,1,Amazon,16,28,3,1,2020,248.72,177,194,235,3.01,ONLINE,PAID,5743,C,Boston,51.72
76211d6ebba,59de7d95025,18/5/2021,68876592,1,Amazon,16,28,3,1,2020,217.89,205,235,12,5.31,ONLINE,PAID,13913,B,San Jose,13.89
7627eadcb0c,155cd966fc4,14/5/2021,68876649,3,Amazon,16,28,3,1,2020,702.34,132,131,65,4.87,ONLINE,PAID,4276,D,New York,98.34
7627fcc704f,a7d6526ab78,23/5/2021,68876786,1,Amazon,16,29,3,1,2020,319.78,254,183,130,4.18,ONLINE,PAID,5502,B,San Jose,49.78
76281be5731,304cfe3846f,2/8/2021,68876788,1,Amazon,16,29,3,1,2020,309.37,209,120,109,0.65,ONLINE,PAID,5827,A,Birmingham,53.37
7628c40a041,f2bef7da15b,16/4/2021,68876789,1,Betsy,16,29,3,1,2020,256.82,250,259,281,2.95,ONLINE,PAID,5567,B,San Jose,21.82
762c63db2b8,3cd48675eee,26/6/2021,68876840,1,Amazon,16,29,3,1,2020,205.9,108,113,108,0,VOUCHER,PAID,4873,C,Boston,49.9
762d9e7ea98,f757074d453,8/8/2021,68876847,1,Amazon,16,29,3,1,2020,315.48,102,136,84,3.43,ONLINE,PAID,5391,B,San Jose,20.48
763215580cf,dfa3d793bfe,26/4/2021,68876875,3,Amazon,16,29,3,1,2020,844.21,48,37,50,0.93,ONLINE,PAID,5783,D,New York,63.21
763c7fd25c2,78d0574ee54,14/6/2021,68876904,10,Amazon,16,29,3,1,2020,2265.77,212,225,164,0.49,ONLINE,PAID,9611,B,San Jose,91.77
763ddd62266,159163d0061,20/4/2021,68876906,1,Betsy,16,29,3,1,2020,277.81,177,271,75,1.14,ONLINE,PAID,5833,A,Birmingham,39.81
763f12b0a2f,7be69f506b0,8/8/2021,68877110,1,Betsy,16,30,3,1,2020,211.84,78,107,56,0.89,ONLINE,PAID,5132,B,San Jose,11.84
76413c43b54,39b6c6f705f,15/6/2021,68877122,1,Amazon,16,30,3,1,2020,273.18,121,188,289,0.77,ONLINE,PAID,5378,C,Boston,20.18
764306f3e31,37dbe574104,27/5/2021,68877123,1,Betsy,16,30,3,1,2020,249.22,144,277,122,2.34,ONLINE,PAID,2327,B,San Jose,37.22
764ab594bbd,c96bbcacc21,14/6/2021,68877181,1,Betsy,16,30,3,1,2020,233.19,265,270,180,2.23,ONLINE,PAID,1056,D,New York,51.19
764adb61511,92780b11b56,7/6/2021,68877263,1,Amazon,16,30,3,1,2020,291.3,282,70,292,2.48,ONLINE,PAID,1278,B,San Jose,16.3
764f153abc2,f96471e7994,18/6/2021,68877275,1,Betsy,16,30,3,1,2020,317.08,259,35,177,2.24,ONLINE,PAID,1266,A,Birmingham,26.08
765adedad1b,ce5e0a6f07a,22/7/2021,68877276,1,Betsy,16,30,3,1,2020,293.76,236,231,95,2.13,ONLINE,PAID,4949,B,San Jose,39.76
765c05cdc68,ed446554df6,9/5/2021,68877284,3,Amazon,16,30,3,1,2020,804.05,201,261,50,5.41,ONLINE,PAID,1228,C,Boston,72.05
76666e01340,c65e749c5cc,13/4/2021,68877321,1,Amazon,16,30,3,1,2020,301.78,132,283,20,0.45,DEBIT,PAID,1860,B,San Jose,50.78
766fedead72,fabf329db45,9/6/2021,68877336,1,Amazon,16,30,3,1,2020,300.64,19,44,244,0.52,ONLINE,PAID,1987,D,New York,17.64
7676fdc1ba3,e7a77feadfb,31/3/2021,68877372,1,Betsy,16,30,3,1,2020,293.6,213,226,72,3.15,ONLINE,PAID,1033,B,San Jose,19.6
767abed8960,5fd9e0c7d7f,12/6/2021,68877511,1,Betsy,16,31,3,1,2020,329.94,30,254,68,3.53,ONLINE,PAID,1749,A,Birmingham,52.94
767bb58bd49,b9b9d780c91,3/7/2021,68877564,1,Amazon,16,31,3,1,2020,245.78,284,254,196,4.33,ONLINE,PAID,1582,B,San Jose,28.78
767f4e2cc5d,b9ef3bdef08,25/7/2021,68877565,1,Betsy,16,31,3,1,2020,274.85,42,84,119,1.34,ONLINE,PAID,3118,C,Boston,14.85
76848387b08,c13e375713d,19/8/2021,68877572,1,Betsy,16,31,3,1,2020,252.83,69,251,104,0.85,DEBIT,PAID,1661,B,San Jose,45.83
7686d955c47,7c863a0a0ba,28/3/2021,68877657,1,Amazon,16,31,3,1,2020,150.46,185,238,88,1.9,ONLINE,PAID,1178,D,New York,41.46
768718d243d,fa8691a7c21,3/10/2020,68877773,1,Betsy,16,32,3,1,2020,259.5,25,255,24,3.2,ONLINE,PAID,1844,B,San Jose,45.5
7694d05f69a,46b0f2455b7,15/7/2021,68877774,1,Betsy,16,32,3,1,2020,178.87,101,273,221,0.85,ONLINE,PAID,1005,A,Birmingham,13.87
7697c86e807,919f1c796ee,14/9/2021,68877804,1,Amazon,16,32,3,1,2020,230.63,136,156,139,1.35,ONLINE,PAID,1660,B,San Jose,53.63
769a4ee5189,4baee76fcbc,23/5/2021,68877972,1,Amazon,16,32,3,1,2020,286.7,248,83,127,2.98,ONLINE,PAID,1461,C,Boston,56.7
769ab6b8f4e,938fc850ad8,16/4/2021,68878149,1,Betsy,16,32,3,1,2020,203.12,174,87,42,2.48,ONLINE,PAID,1362,B,San Jose,10.12
769eff36f6d,fd54be4a20b,2/5/2021,68878268,1,Betsy,16,33,3,1,2020,310.22,199,17,173,4.82,ONLINE,PAID,1418,D,New York,17.22
76a2a225597,e82bbb82944,14/6/2021,68878387,1,Amazon,16,33,3,1,2020,294.43,282,296,248,4.88,ONLINE,PAID,1668,B,San Jose,43.43
76a9d690aa8,87a2cc6513d,16/9/2021,68878695,1,Betsy,16,33,3,1,2020,170.33,25,193,275,0,ONLINE,PAID,1932,A,Birmingham,10.33
76ac5b16e2c,2403c8d5090,10/8/2021,68878715,1,Amazon,16,34,3,1,2020,215.62,135,224,285,1.56,ONLINE,PAID,1715,B,San Jose,48.62
76ae3928efb,c0d4c037cc3,5/8/2021,68878738,3,Amazon,16,34,3,1,2020,656.6,196,176,147,3.25,ONLINE,PAID,2801,C,Boston,38.6
76b14114fec,6beb30dd22f,13/7/2021,68878795,1,Amazon,16,34,3,1,2020,231.55,26,248,31,2.19,ONLINE,PAID,4843,B,San Jose,41.55
76b198356eb,4377c9c9821,9/8/2021,68878925,1,Betsy,16,34,3,1,2020,309.91,146,177,17,2.69,ONLINE,PAID,1370,D,New York,17.91
76ba0cb6c83,437cdfe1ed2,27/5/2021,68879057,1,Betsy,16,34,3,1,2020,171.18,262,162,73,2.47,ONLINE,PAID,1271,B,San Jose,15.18
76bd0ac294d,48ee43fd685,6/6/2021,68879064,1,Amazon,16,34,3,1,2020,262.12,72,258,291,5.96,ONLINE,PAID,1094,A,Birmingham,10.12
76c3f1a5ea5,7618672f72a,19/7/2021,68879257,3,Amazon,16,35,3,1,2020,801.2,162,262,274,4.32,ONLINE,PAID,1873,B,San Jose,27.2
76d1829faf5,673857f7ca7,7/7/2021,68879285,10,Betsy,16,35,3,1,2020,2360.45,66,219,250,1.49,ONLINE,PAID,1392,C,Boston,98.45
76d555823e2,c6c01d08f14,7/7/2021,68879288,3,Betsy,16,35,3,1,2020,820.85,98,246,31,1.4,ONLINE,PAID,5142,B,San Jose,43.85
76df7c69429,c9efe8a37d3,7/10/2021,68879289,1,Amazon,16,35,3,1,2020,316.39,221,147,71,0,VOUCHER,PAID,4681,D,New York,22.39
76e7746b2b7,6afdcff05a7,21/4/2021,68879340,1,Amazon,16,35,3,1,2020,280.82,142,228,51,4.26,ONLINE,PAID,4124,B,San Jose,21.82
76ea1861471,f3c4ce58d2e,13/8/2021,68879343,1,Amazon,16,35,3,1,2020,186.86,229,186,179,1.56,ONLINE,PAID,5198,A,Birmingham,45.86
76ef0deac47,33c5b244651,28/5/2021,68879381,1,Betsy,16,35,3,1,2020,218.52,11,85,300,3.61,ONLINE,PAID,5780,B,San Jose,13.52
76efca1029d,c4f28aa6be8,26/6/2021,68879411,3,Amazon,16,36,3,1,2020,800.07,70,120,130,4.83,ONLINE,PAID,5643,C,Boston,59.07
7705da3d66c,2553c722a71,31/8/2021,68879437,15,Betsy,16,36,3,1,2020,3167.01,294,106,256,0.45,DEBIT,PAID,4853,B,San Jose,114.01
770cfe6bc4f,f41f2dfed7d,23/12/2020,68879439,1,Betsy,16,36,3,1,2020,292.05,66,167,83,3.22,ONLINE,PAID,4163,D,New York,10.05
770fe2459c3,af500950336,14/4/2021,68879461,1,Betsy,16,36,3,1,2020,297.96,100,203,196,1.25,ONLINE,PAID,5149,B,San Jose,46.96
771ac4db143,42df3cc388f,31/1/2021,68879488,1,Amazon,16,36,3,1,2020,183.3,248,28,38,5.68,ONLINE,PAID,5716,A,Birmingham,10.3
771ec517044,203e080994f,13/1/2021,68879489,1,Betsy,16,36,3,1,2020,203.32,18,177,71,0.78,ONLINE,PAID,4980,B,San Jose,47.32
7720b1ea52e,d03a0f2f26e,12/1/2021,68879533,3,Betsy,16,36,3,1,2020,570.15,83,63,198,6.42,ONLINE,PAID,4181,C,Boston,101.15
772cc15ff7d,676d3f66560,19/12/2020,68879535,3,Amazon,16,36,3,1,2020,848.69,152,27,270,2.71,ONLINE,PAID,4181,B,San Jose,97.69
772e54975f2,b3a2eac1025,19/3/2021,68879543,1,Amazon,16,36,3,1,2020,212.12,173,288,45,8.3,ONLINE,PAID,5889,D,New York,12.12
7732492771a,596865da44c,4/4/2021,68879546,1,Betsy,16,36,3,1,2020,217.09,207,29,194,0.49,ONLINE,PAID,5230,B,San Jose,23.09
7734483457d,f26b4e22de1,5/2/2021,68879586,1,Amazon,16,37,3,1,2020,262.22,208,259,90,4.15,ONLINE,PAID,4015,A,Birmingham,39.22
77359ff75ce,75b5f6d16e9,9/2/2021,68879602,1,Betsy,16,37,3,1,2020,294.98,88,211,57,2.24,ONLINE,PAID,5868,B,San Jose,29.98
773d386a229,ab1aca4a379,3/4/2021,68879631,1,Betsy,16,37,3,1,2020,258.83,54,183,291,0.43,ONLINE,PAID,4845,C,Boston,55.83
7741a6bbc6f,d8dd4375c61,5/3/2021,68879746,1,Amazon,16,37,3,1,2020,361.44,67,185,188,4.37,ONLINE,PAID,14446,B,San Jose,37.44
77492be365c,54307e1fc3b,25/7/2021,68879748,1,Amazon,16,37,3,1,2020,256.87,107,283,180,1.08,ONLINE,PAID,4314,D,New York,48.87
775157d0a36,00d1352c462,26/7/2021,68879759,1,Amazon,16,37,3,1,2020,288.68,162,114,216,2.34,ONLINE,PAID,4816,B,San Jose,54.68
775cc9d1af1,d12d82d03ee,28/1/2021,68879777,1,Amazon,16,37,3,1,2020,228.83,142,110,202,2.34,ONLINE,PAID,5705,A,Birmingham,41.83
7764fe627b7,69deb121499,4/4/2021,68879863,1,Betsy,16,38,3,1,2020,371.16,263,179,110,3.53,ONLINE,PAID,21636,B,San Jose,35.16
776b29dc97f,8f617645db6,7/3/2021,68879909,1,Amazon,16,38,3,1,2020,331.07,115,50,124,2.79,ONLINE,PAID,4971,C,Boston,37.07
777f408b840,408daaa0bf5,28/12/2018,68879913,1,Amazon,16,38,3,1,2020,209.62,100,270,196,4.77,ONLINE,PAID,4893,B,San Jose,51.62
778daa40df8,736ddd15fd6,24/4/2021,68879966,1,Betsy,16,38,3,1,2020,213.45,78,282,134,3.8,ONLINE,PAID,4375,D,New York,12.45
778f97ee6b5,6af46643d68,26/6/2021,68880031,1,Amazon,16,38,3,1,2020,316.86,157,141,34,2.21,ONLINE,PAID,5146,B,San Jose,41.86
7792c948971,07f6a97750b,24/3/2021,68880032,1,Amazon,16,38,3,1,2020,232.71,82,262,231,2.34,ONLINE,PAID,4401,A,Birmingham,43.71
779e7a410d0,6ab3716b71a,7/5/2021,68880092,1,Betsy,16,38,3,1,2020,232.13,194,215,43,4.87,ONLINE,PAID,5517,B,San Jose,50.13
77b0ad90c69,957915853f9,15/3/2021,68880428,1,Betsy,16,39,3,1,2020,279.14,158,19,15,6.14,ONLINE,PAID,4430,C,Boston,47.14
77b23601ed7,dc1720a962f,3/11/2019,68880429,3,Betsy,16,39,3,1,2020,716.32,247,214,45,1.18,ONLINE,PAID,5163,B,San Jose,106.32
77ba10aa4a1,9d59bd3fd64,3/5/2021,68880431,1,Betsy,16,39,3,1,2020,259.77,203,294,23,12.44,ONLINE,PAID,5258,D,New York,49.77
77bcbfa9ff7,b48e65f096f,4/2/2021,68880476,1,Betsy,16,39,3,1,2020,233.39,225,151,125,2.68,ONLINE,PAID,4724,B,San Jose,48.39
77c3ff8d14f,17e4cae8369,27/3/2021,68880553,1,Betsy,16,40,3,1,2020,257.03,263,171,219,0.52,ONLINE,PAID,5784,A,Birmingham,48.03
77c4d3da6ea,49986f3a6ad,11/12/2020,68880605,1,Betsy,16,40,3,1,2020,168.11,47,250,42,0,VOUCHER,PAID,5476,B,San Jose,47.11
77ce6abecd4,6070ae1c11d,30/8/2019,68880632,1,Betsy,16,40,3,1,2020,250.11,11,43,82,3.16,ONLINE,PAID,5621,C,Boston,43.11
77cffeaebaa,3aa24b14119,4/1/2021,68880633,1,Amazon,16,40,3,1,2020,281.52,281,163,21,0.57,ONLINE,PAID,5608,B,San Jose,44.52
77d2e3efc89,e683c8f2e65,22/5/2021,68880784,1,Betsy,16,40,3,1,2020,271.43,142,285,115,2.89,ONLINE,PAID,5115,D,New York,23.43
77d4d42b5a1,8e6e911fb24,25/6/2021,68880815,1,Amazon,16,40,3,1,2020,234.46,87,297,41,0.38,ONLINE,PAID,5548,B,San Jose,42.46
77d5d1a6b17,2ebe6a27365,2/5/2021,68880980,1,Betsy,16,40,3,1,2020,234.92,183,254,41,4.75,ONLINE,PAID,5008,A,Birmingham,56.92
77d92a4e0fd,be3c6db005d,7/6/2021,68881041,1,Betsy,16,41,3,1,2020,200.71,69,78,92,1.44,ONLINE,PAID,4326,B,San Jose,11.71
77f9d746ee1,bb6e971ce85,23/3/2021,68881126,1,Amazon,16,41,3,1,2020,342.77,140,27,280,2.34,ONLINE,PAID,4460,C,Boston,27.77
78014aead04,87c6f4d2aaf,20/3/2021,68881133,1,Amazon,16,41,3,1,2020,239.56,172,148,29,0.76,ONLINE,PAID,5335,B,San Jose,49.56
780498db866,edb1cf51507,21/3/2021,68881197,1,Amazon,16,41,3,1,2020,254.69,186,214,12,4.05,ONLINE,PAID,4575,D,New York,38.69
780a26e0214,151802939fa,26/4/2021,68881200,1,Amazon,16,41,3,1,2020,182.27,258,233,53,0.65,ONLINE,PAID,4731,B,San Jose,12.27
780b9f45d54,2657ee7140c,1/6/2021,68881202,1,Amazon,16,41,3,1,2020,214.94,255,46,43,2.29,ONLINE,PAID,4293,A,Birmingham,12.94
781c2c17bcf,0241d7cf141,26/4/2021,68881332,1,Betsy,16,41,3,1,2020,305.33,168,72,194,1.14,ONLINE,PAID,5614,B,San Jose,30.33
78261d1baaa,acad007be44,2/6/2021,68881472,1,Betsy,16,42,3,1,2020,225.83,152,299,144,4.14,ONLINE,PAID,5718,C,Boston,48.83
782e3c372ac,58365fd8246,17/7/2021,68881477,1,Betsy,16,42,3,1,2020,355.96,228,19,180,1.92,ONLINE,PAID,5537,B,San Jose,28.96
783254ec3c4,be5a6f86ff3,26/7/2021,68881549,1,Betsy,16,42,3,1,2020,290.71,294,78,80,2.41,ONLINE,PAID,4396,D,New York,58.71
7833d29c10a,7e1d90db634,31/8/2021,68881637,1,Betsy,16,42,3,1,2020,328.47,111,16,80,1.12,ONLINE,PAID,5154,B,San Jose,17.47
7836c94f27b,92591143f07,31/7/2021,68881684,1,Betsy,16,42,3,1,2020,167.66,64,216,89,2.11,ONLINE,PAID,4573,A,Birmingham,13.66
7839a9c4261,7b9b46e5d93,21/6/2021,68881874,1,Amazon,16,42,3,1,2020,275.18,288,171,118,2.62,ONLINE,PAID,5078,B,San Jose,16.18
784563c08d4,fa6d21cff49,8/6/2021,68881898,1,Amazon,16,42,3,1,2020,202.58,239,65,265,3.9,ONLINE,PAID,5942,C,Boston,10.58
784eb49fc62,990e1df46aa,30/7/2021,68881994,1,Betsy,16,43,3,1,2020,282.04,101,45,154,0.75,ONLINE,PAID,5740,B,San Jose,15.04
7858f67ef1f,af02b228c3e,13/8/2021,68882174,1,Betsy,16,43,3,1,2020,186.13,63,222,280,2.13,ONLINE,PAID,5073,D,New York,50.13
785ee414064,2d8824a4afe,11/8/2021,68882176,1,Amazon,16,43,3,1,2020,247.95,11,31,258,1.05,ONLINE,PAID,4919,B,San Jose,42.95
786a16d5bca,91dd5f53eca,10/7/2021,68882201,10,Betsy,16,43,3,1,2020,2139.28,78,217,290,4.57,ONLINE,PAID,4390,A,Birmingham,206.28
788ed401b96,78c3c4232fd,11/7/2021,68882253,1,Amazon,16,43,3,1,2020,186.36,209,268,163,0.35,DEBIT,PAID,4230,B,San Jose,10.36
789031fbdef,c02158469be,2/9/2021,68882285,1,Betsy,16,43,3,1,2020,239.41,73,154,199,1.09,STORE_DIRECT_PAYMENT,PAID,4860,C,Boston,19.41
789804ffbcc,be2bd17a93c,14/5/2021,68882365,1,Betsy,16,43,3,1,2020,254.47,10,211,282,0,ONLINE,PAID,11204,B,San Jose,33.47
78983190dea,8429efcb4da,30/3/2021,68882366,1,Betsy,16,43,3,1,2020,294.93,61,202,160,3.41,ONLINE,PAID,4621,D,New York,11.93
78abfdf42f9,218821c6b31,12/6/2021,68882368,1,Amazon,16,43,3,1,2020,333.47,37,143,136,10.19,ONLINE,PAID,4191,B,San Jose,22.47
78af9ab388b,29ea701ab38,5/6/2021,68882609,1,Amazon,16,44,3,1,2020,187.26,106,31,15,0.36,ONLINE,PAID,10700,A,Birmingham,47.26
78b5c6b02d0,3ac5107eb68,25/6/2021,68882692,10,Betsy,16,44,3,1,2020,2336.17,190,115,73,4.85,ONLINE,PAID,15720,B,San Jose,120.17
78bda1b0a5a,205e3e224a9,14/6/2021,68882814,1,Betsy,16,45,3,1,2020,301.95,245,167,170,2.17,ONLINE,PAID,5062,C,Boston,56.95
78c195ed53c,1fcb25a5639,4/7/2021,68882881,1,Amazon,16,45,3,1,2020,260.34,71,85,20,1.74,ONLINE,PAID,4898,B,San Jose,20.34
78c7d174890,49714edf109,5/7/2021,68882899,1,Betsy,16,45,3,1,2020,285.73,275,299,76,3.6,ONLINE,PAID,5170,D,New York,10.73
78caa41dbfa,aa83d1e7e0c,10/6/2021,68882955,1,Amazon,16,45,3,1,2020,271.34,296,266,157,2.34,ONLINE,PAID,4833,B,San Jose,14.34
78d2bb3e220,ecaee505725,14/7/2021,68883080,1,Amazon,16,45,3,1,2020,334.92,247,257,220,0.51,ONLINE,PAID,5072,A,Birmingham,29.92
78d77b27bb3,2976a4a40a5,2/5/2021,68883287,1,Betsy,16,46,3,1,2020,162.71,28,158,201,5.21,ONLINE,PAID,5996,B,San Jose,14.71
78dbdca2f29,ce37be1371e,2/8/2021,68883292,1,Betsy,16,46,3,1,2020,326.67,289,161,153,0.76,ONLINE,PAID,5258,C,Boston,28.67
78e5b16b91b,e3559352d2b,12/5/2021,68883468,1,Betsy,16,46,3,1,2020,271.55,248,200,251,0.49,ONLINE,PAID,10932,B,San Jose,13.55
78ebf553c84,7adc9e68d79,12/6/2021,68883475,1,Amazon,16,46,3,1,2020,299.31,110,11,205,1.27,ONLINE,PAID,5826,D,New York,45.31
78eef45528c,dc340da634f,28/6/2021,68883557,1,Betsy,16,47,3,1,2020,227.04,222,163,137,5.49,ONLINE,PAID,5782,B,San Jose,12.04
78f54f26b22,e06a9f4eb8d,3/5/2021,68883648,1,Betsy,16,47,3,1,2020,245.74,100,210,63,0.72,ONLINE,PAID,5325,A,Birmingham,14.74
78f8b1924c0,1b14879753f,24/6/2021,68883658,1,Betsy,16,47,3,1,2020,273.19,106,124,228,0,MEAL_BENEFIT,PAID,4042,B,San Jose,49.19
79033d3645e,04fe5021acb,25/6/2021,68883719,1,Betsy,16,47,3,1,2020,316.35,29,241,77,2.34,ONLINE,PAID,4890,C,Boston,17.35
79056c60b06,8b0288a756d,15/7/2021,68883820,1,Amazon,16,47,3,1,2020,198.01,54,188,80,1.02,ONLINE,PAID,4390,B,San Jose,53.01
7907f21ea1f,7f3a8abfe19,15/7/2021,68883822,1,Betsy,16,47,3,1,2020,209.75,266,137,108,3.15,ONLINE,PAID,5831,D,New York,11.75
79112a59899,1573535ed3a,25/7/2021,68883912,1,Amazon,16,48,3,1,2020,225.81,203,294,111,0.52,ONLINE,PAID,5266,B,San Jose,18.81
79127ac1952,42d4fd5a38d,26/6/2021,68883949,1,Betsy,16,48,3,1,2020,265.34,66,262,198,0.54,ONLINE,PAID,5258,A,Birmingham,47.34
7917bdac7d0,8932ee3eeab,16/7/2021,68883952,1,Betsy,16,48,3,1,2020,250.45,243,48,155,2.47,ONLINE,PAID,4190,B,San Jose,52.45
792059718a9,478cd747e16,25/9/2021,68884020,1,Betsy,16,48,3,1,2020,191.95,197,264,62,1.36,ONLINE,PAID,4314,C,Boston,10.95
79226c8605b,98bec7e9900,23/7/2021,68884038,1,Amazon,16,48,3,1,2020,237.41,202,128,23,0,MEAL_BENEFIT,PAID,4783,B,San Jose,20.41
792d11bfb93,c007c8b775a,28/8/2021,68884067,1,Amazon,16,48,3,1,2020,203.48,91,132,179,0.51,ONLINE,PAID,4877,D,New York,42.48
79359cf7bef,6ce8891453b,23/8/2021,68884102,1,Amazon,16,48,3,1,2020,221.92,234,101,253,0.4,ONLINE,PAID,4254,B,San Jose,19.92
793c78f12cb,600687cd693,24/8/2021,68884104,1,Amazon,16,48,3,1,2020,348.49,71,205,179,2.64,ONLINE,PAID,5042,A,Birmingham,29.49
7943fd08eec,a74f0c5a65d,25/8/2021,68884107,1,Amazon,16,48,3,1,2020,323.31,151,109,211,3.72,ONLINE,PAID,4271,B,San Jose,45.31
794be423ad9,9dfca16ee80,26/8/2021,68884112,1,Betsy,16,48,3,1,2020,310.64,154,162,75,2.57,ONLINE,PAID,5254,C,Boston,46.64
795036db093,93c7a47499c,27/8/2021,68884152,1,Amazon,16,49,3,1,2020,230.74,170,229,105,0.48,ONLINE,PAID,4604,B,San Jose,27.74
7960f1db743,924b331fcda,11/7/2021,68884153,6,Amazon,16,49,3,1,2020,1213.89,30,134,51,1.95,ONLINE,PAID,4700,D,New York,59.89
7965e18c1f4,ed2fb6f9c0b,24/7/2021,68884160,1,Amazon,16,49,3,1,2020,199.39,26,156,174,2.8,ONLINE,PAID,4733,B,San Jose,58.39
796d324b321,17e2e18b47a,7/7/2021,68884204,1,Amazon,16,49,3,1,2020,255.59,134,220,276,0.63,ONLINE,PAID,5721,A,Birmingham,46.59
79700e3cfc3,4ae71e17399,19/8/2021,68884347,1,Betsy,16,49,3,1,2020,191.52,86,285,183,2.12,ONLINE,PAID,5804,B,San Jose,41.52
7970bc08c7e,9cef7fa29d9,10/7/2021,68884442,1,Betsy,16,49,3,1,2020,181.32,133,188,131,0.75,ONLINE,PAID,9674,C,Boston,11.32
7971cc436bc,8013a22fa16,26/9/2021,68884474,3,Betsy,16,50,3,1,2020,687.32,15,267,36,0.83,ONLINE,PAID,5239,B,San Jose,109.32
797a82aaa3e,e261189a2bc,30/4/2021,68884533,1,Betsy,16,50,3,1,2020,261.48,173,217,93,1.53,ONLINE,PAID,9866,D,New York,35.48
798055d0e94,e293f026d54,24/4/2021,68884591,1,Betsy,16,50,3,1,2020,272.62,228,33,184,0.53,ONLINE,PAID,5663,B,San Jose,15.62
7980a31b987,bd3a7af71d7,6/6/2021,68884750,1,Amazon,16,50,3,1,2020,218.78,155,166,75,0,ONLINE,PAID,5107,A,Birmingham,12.78
7984bdf657c,92c82729efe,7/6/2021,68884764,1,Amazon,16,50,3,1,2020,298.26,68,193,155,1.3,ONLINE,PAID,5405,B,San Jose,16.26
798f19a6bdb,f24450088b3,8/6/2021,68884826,1,Amazon,16,51,3,1,2020,286.93,78,192,12,0.5,ONLINE,PAID,4505,C,Boston,12.93
