payment_order_id,height_of_package,width_of_package,length_of_package,payment_fee,payment_method,payment_status,shipping_weight,Warehouse_block,Warehouse_city,order_date
68933423,250,194,24,0.82,ONLINE,PAID,5371,A,Birmingham,21/01/2022
68933435,266,198,110,0.84,ONLINE,PAID,4251,B,San Jose,23/01/2022
68933576,186,65,48,0.16,ONLINE,PAID,4523,C,Boston,16/01/2022
68933615,30,189,245,1.41,ONLINE,PAID,4413,B,San Jose,04/02/2022
68933765,47,207,77,0.79,ONLINE,PAID,5345,D,New York,16/01/2022
68933822,265,264,185,0.4,ONLINE,PAID,1193,B,San Jose,16/01/2022
68933911,293,34,80,1.64,ONLINE,PAID,1159,A,Birmingham,27/01/2022
68933912,184,190,106,0.48,ONLINE,PAID,1113,B,San Jose,12/01/2022
68934000,273,82,231,1.47,ONLINE,PAID,1434,C,Boston,20/12/2021
68934236,154,54,235,2.85,ONLINE,PAID,1130,B,San Jose,10/01/2022
68934371,71,126,151,0.33,ONLINE,PAID,1691,D,New York,04/01/2022
68934381,211,97,69,0,VOUCHER,PAID,1966,B,San Jose,20/01/2022
68934442,58,44,216,0.95,ONLINE,PAID,1629,A,Birmingham,06/01/2022
68934506,92,73,85,1.14,ONLINE,PAID,1667,B,San Jose,15/01/2022
68934541,194,274,48,1.03,ONLINE,PAID,1519,C,Boston,12/01/2022
68934548,236,18,41,3.45,ONLINE,PAID,1980,B,San Jose,18/01/2022
68934555,131,78,132,1.16,ONLINE,PAID,1732,D,New York,22/01/2022
68934884,257,130,213,6.13,ONLINE,PAID,1368,B,San Jose,23/01/2022
68934980,249,245,197,4.26,ONLINE,PAID,1982,A,Birmingham,24/01/2022
68935036,73,182,225,2.74,DEBIT,PAID,1027,B,San Jose,25/01/2022
68935100,284,284,245,3.39,ONLINE,PAID,1073,C,Boston,09/01/2022
68935485,106,48,33,0.55,ONLINE,PAID,1716,B,San Jose,22/01/2022
68935589,194,100,48,1.05,ONLINE,PAID,1013,D,New York,23/01/2022
68935627,102,26,87,2.37,ONLINE,PAID,7174,B,San Jose,29/01/2022
68935628,215,299,23,0.73,DEBIT,PAID,5466,A,Birmingham,04/12/2021
68935772,31,195,251,0,ONLINE,PAID,5973,B,San Jose,15/01/2022
68935797,92,96,92,2.02,ONLINE,PAID,5284,C,Boston,30/01/2022
68935870,15,18,124,0,VOUCHER,PAID,4163,B,San Jose,31/01/2022
68935964,33,170,33,4.44,ONLINE,PAID,4206,D,New York,29/01/2022
68936023,255,56,256,1.09,ONLINE,PAID,5647,B,San Jose,15/01/2022
68936196,236,98,25,4.57,ONLINE,PAID,4771,A,Birmingham,29/12/2021
68936424,292,32,262,2.01,ONLINE,PAID,5156,B,San Jose,16/01/2022
68936581,178,201,161,0,VOUCHER_OL,PAID,4492,C,Boston,15/01/2022
68936636,130,84,103,0.97,ONLINE,PAID,5232,B,San Jose,15/01/2022
68936664,169,227,262,3.28,ONLINE,PAID,5769,D,New York,27/01/2022
68936922,204,49,230,5.21,ONLINE,PAID,5146,B,San Jose,16/01/2022
68937121,221,186,39,0.9,ONLINE,PAID,13257,A,Birmingham,16/01/2022
68937212,265,100,84,4.33,ONLINE,PAID,4836,B,San Jose,20/01/2022
68937213,187,142,142,0.49,ONLINE,PAID,9096,C,Boston,08/01/2022
68937331,88,24,272,1.23,CREDIT,PAID,5835,B,San Jose,16/01/2022
68937332,31,30,251,2.66,ONLINE,PAID,4741,D,New York,16/01/2022
68937458,192,239,258,0.45,ONLINE,PAID,4530,B,San Jose,15/01/2022
68937459,163,18,281,0,VOUCHER,PAID,1434,A,Birmingham,12/01/2022
68937533,162,129,11,0.69,ONLINE,PAID,3832,B,San Jose,16/01/2022
68937536,79,97,69,3.36,ONLINE,PAID,1565,C,Boston,16/01/2022
68937742,33,185,193,4.02,ONLINE,PAID,1867,B,San Jose,13/01/2022
68937803,23,262,145,3.15,ONLINE,PAID,1372,D,New York,12/12/2021
68937804,71,229,219,1.25,DEBIT,PAID,3311,B,San Jose,15/01/2022
68937805,153,132,204,3.51,ONLINE,PAID,1242,A,Birmingham,08/02/2022
68937825,297,197,42,1.18,DEBIT,PAID,1022,B,San Jose,16/01/2022
68937866,134,118,187,0.51,ONLINE,PAID,1179,C,Boston,18/12/2021
68937945,93,234,101,0,VOUCHER,PAID,1974,B,San Jose,23/01/2022
68938066,51,87,49,0.35,ONLINE,PAID,1760,D,New York,29/01/2022
68938098,168,187,245,0,ONLINE,PAID,1804,B,San Jose,11/01/2022
68938184,95,287,211,5.04,ONLINE,PAID,1727,A,Birmingham,19/12/2021
68938483,82,175,25,1.58,ONLINE,PAID,1503,B,San Jose,29/01/2022
68938545,166,154,208,2.38,ONLINE,PAID,2833,C,Boston,06/02/2022
68938546,25,187,230,1.02,ONLINE,PAID,1447,B,San Jose,13/01/2022
68938610,254,216,85,0.49,ONLINE,PAID,2226,D,New York,13/01/2022
68938624,277,231,34,3.96,ONLINE,PAID,1544,B,San Jose,29/01/2022
68938684,128,19,52,0.9,PAYMENT_LINK,PAID,1136,A,Birmingham,06/02/2022
68938702,62,269,286,3.41,ONLINE,PAID,6487,B,San Jose,29/01/2022
68938884,31,79,292,0.66,ONLINE,PAID,1936,C,Boston,18/01/2022
68938886,178,10,201,1.53,ONLINE,PAID,1322,B,San Jose,23/01/2022
68939065,251,220,108,5.38,ONLINE,PAID,1418,D,New York,13/01/2022
68939415,221,294,102,1.94,ONLINE,PAID,1298,B,San Jose,08/02/2022
68939452,36,92,162,1.14,ONLINE,PAID,1174,A,Birmingham,20/01/2022
68939454,142,165,142,7.07,ONLINE,PAID,1688,B,San Jose,21/12/2021
68939493,144,124,170,4.83,ONLINE,PAID,1002,C,Boston,12/01/2022
68939554,60,279,77,0.41,ONLINE,PAID,1637,B,San Jose,22/01/2022
68939744,257,112,10,0.45,ONLINE,PAID,1463,D,New York,24/01/2022
68939892,26,167,70,2.34,ONLINE,PAID,1631,B,San Jose,11/02/2022
68939897,209,117,80,4.74,ONLINE,PAID,1867,A,Birmingham,25/01/2022
68940092,25,128,200,1.3,CREDIT,PAID,1504,B,San Jose,02/02/2022
68940126,76,220,115,2.43,ONLINE,PAID,1672,C,Boston,20/01/2022
68940190,46,163,256,4.41,ONLINE,PAID,3773,B,San Jose,25/01/2022
68940396,31,107,293,1.27,ONLINE,PAID,1052,D,New York,06/01/2022
68940399,264,136,170,0,MEAL_BENEFIT,PAID,3796,B,San Jose,21/12/2021
68940474,166,246,99,0.61,ONLINE,PAID,1051,A,Birmingham,12/01/2022
68940482,83,69,223,2.34,ONLINE,PAID,1851,B,San Jose,23/01/2022
68940512,293,245,285,1.57,DEBIT,PAID,1073,C,Boston,23/01/2022
68940546,27,111,140,0,CREDIT_STORE,PAID,1958,B,San Jose,06/12/2021
68940587,183,296,167,1.49,CREDIT,PAID,1249,D,New York,30/01/2022
68940622,159,255,49,0,VOUCHER_STORE,PAID,1681,B,San Jose,25/01/2022
68940679,17,267,25,0.6,DEBIT,PAID,1630,A,Birmingham,24/01/2022
68940682,242,90,176,0.6,CREDIT,PAID,1699,B,San Jose,14/01/2022
68940703,141,74,143,0.71,ONLINE,PAID,1930,C,Boston,23/12/2021
68940723,186,298,68,2.75,ONLINE,PAID,1077,B,San Jose,08/11/2021
68940763,32,265,278,0,VOUCHER,PAID,1917,D,New York,31/10/2021
68940816,13,94,87,0,VOUCHER,PAID,1826,B,San Jose,19/12/2021
68940941,256,37,215,1.07,DEBIT,PAID,1683,A,Birmingham,08/12/2021
68941093,108,40,132,1.03,ONLINE,PAID,1622,B,San Jose,16/01/2022
68941239,105,57,300,10.63,ONLINE,PAID,1203,C,Boston,07/12/2021
68941296,167,198,75,1.43,ONLINE,PAID,3062,B,San Jose,30/01/2022
68941453,93,173,48,0.89,ONLINE,PAID,1150,D,New York,13/01/2022
68941482,269,120,117,0.7,ONLINE,PAID,4471,B,San Jose,22/01/2022
68941542,48,49,52,0.34,ONLINE,PAID,4852,A,Birmingham,17/01/2022
68941543,27,181,296,0.54,ONLINE,PAID,4731,B,San Jose,23/01/2022
68941545,126,247,284,0,VOUCHER,PAID,4767,C,Boston,25/01/2022
68941581,56,35,74,1.11,ONLINE,PAID,5168,B,San Jose,30/01/2022
68941644,230,57,142,0,VOUCHER,PAID,4874,D,New York,23/01/2022
68941645,260,130,272,0.77,ONLINE,PAID,5235,B,San Jose,31/01/2022
68941985,244,220,287,3.35,ONLINE,PAID,11261,A,Birmingham,31/01/2022
68941986,169,285,183,2.9,ONLINE,PAID,5173,B,San Jose,12/01/2022
68942106,236,236,83,1.27,ONLINE,PAID,5111,C,Boston,14/01/2022
68942110,110,158,189,1.98,ONLINE,PAID,5129,B,San Jose,14/02/2022
68942337,178,45,54,1.15,ONLINE,PAID,5783,D,New York,29/01/2022
68942516,111,68,191,1.43,DEBIT,PAID,9234,B,San Jose,22/01/2022
68942591,103,167,206,0,VOUCHER,PAID,4177,A,Birmingham,14/01/2022
68942781,263,50,278,1.11,ONLINE,PAID,5875,B,San Jose,27/02/2022
68943136,282,119,131,0.52,DEBIT,PAID,5043,C,Boston,21/01/2022
68943454,159,277,206,3.55,ONLINE,PAID,4025,B,San Jose,12/01/2022
68943737,59,207,195,0,ONLINE,PAID,4437,D,New York,20/01/2022
68943905,50,149,108,0.65,DEBIT,PAID,4219,B,San Jose,06/01/2022
68943985,206,125,290,0.88,ONLINE,PAID,5757,A,Birmingham,27/01/2022
68944006,280,140,139,0.45,DEBIT,PAID,4449,B,San Jose,19/01/2022
68944307,228,258,61,1.15,DEBIT,PAID,19621,C,Boston,22/01/2022
68944546,120,68,27,1.59,ONLINE,PAID,5337,B,San Jose,27/01/2022
68944682,170,155,197,4.16,DEBIT,PAID,16179,D,New York,26/01/2022
68944745,294,195,226,4.2,ONLINE,PAID,5761,B,San Jose,06/01/2022
68944800,200,205,211,4.06,ONLINE,PAID,5873,A,Birmingham,17/12/2021
68944822,103,72,15,0.34,ONLINE,PAID,5804,B,San Jose,05/02/2022
68944975,167,21,191,1.4,ONLINE,PAID,4567,C,Boston,02/02/2022
68945718,92,94,258,2.34,ONLINE,PAID,4785,B,San Jose,10/02/2022
68945961,92,284,223,0.54,DEBIT,PAID,4018,D,New York,10/02/2022
68946001,203,127,69,0.51,ONLINE,PAID,4452,B,San Jose,05/02/2022
68946052,154,264,62,0.49,ONLINE,PAID,5620,A,Birmingham,01/02/2022
68946240,297,11,253,0.42,ONLINE,PAID,5932,B,San Jose,09/12/2021
68946361,244,208,151,2.02,ONLINE,PAID,4363,C,Boston,05/12/2021
68946391,236,25,161,0.63,ONLINE,PAID,5594,B,San Jose,13/01/2022
68946443,189,129,274,0.57,ONLINE,PAID,9383,D,New York,07/02/2022
68946685,199,130,227,3.53,ONLINE,PAID,4057,B,San Jose,05/11/2021
68946687,226,201,158,4.4,ONLINE,PAID,5735,A,Birmingham,04/01/2022
68946707,122,127,25,2.67,ONLINE,PAID,4076,B,San Jose,31/01/2022
68946726,291,146,184,2.61,ONLINE,PAID,5714,C,Boston,31/01/2022
68946925,181,107,257,5.04,ONLINE,PAID,4892,B,San Jose,08/02/2022
68946986,199,141,28,4.73,ONLINE,PAID,5154,D,New York,09/02/2022
68947065,287,23,147,0.71,ONLINE,PAID,4588,B,San Jose,10/02/2022
68947067,218,108,97,0.69,ONLINE,PAID,5322,A,Birmingham,30/01/2022
68947106,93,81,18,5.86,ONLINE,PAID,4131,B,San Jose,17/12/2021
68947150,212,188,53,4.43,ONLINE,PAID,4034,C,Boston,05/12/2021
68947275,145,53,152,2.71,ONLINE,PAID,4661,B,San Jose,15/01/2022
68947321,193,168,193,0.46,ONLINE,PAID,4620,D,New York,12/01/2022
68947390,89,141,167,2.68,ONLINE,PAID,4173,B,San Jose,06/09/2020
68947578,101,243,296,0.64,ONLINE,PAID,4379,A,Birmingham,04/07/2020
68947705,191,62,85,2.88,ONLINE,PAID,5216,B,San Jose,30/12/2021
68947849,86,28,217,0,MEAL_BENEFIT,PAID,4263,C,Boston,11/02/2022
68948306,80,25,16,1.45,ONLINE,PAID,5892,B,San Jose,05/02/2022
68948309,66,100,21,0.51,ONLINE,PAID,4969,D,New York,11/02/2022
68948569,90,67,84,1.35,ONLINE,PAID,4611,B,San Jose,12/01/2022
68948587,226,255,79,2.34,ONLINE,PAID,9414,A,Birmingham,29/01/2022
68948589,103,211,280,0.63,ONLINE,PAID,5442,B,San Jose,27/01/2022
68948774,172,255,50,4.01,ONLINE,PAID,5905,C,Boston,20/01/2022
68948822,218,112,200,6.34,ONLINE,PAID,5294,B,San Jose,30/01/2022
68948861,96,71,139,4.17,ONLINE,PAID,5995,D,New York,08/02/2022
68949024,133,72,292,0.61,ONLINE,PAID,5249,B,San Jose,31/01/2022
68949187,149,80,173,3.27,ONLINE,PAID,4194,A,Birmingham,17/01/2020
68949192,104,60,225,2.98,ONLINE,PAID,4977,B,San Jose,02/01/2022
68949237,32,262,47,2.75,ONLINE,PAID,4069,C,Boston,20/02/2022
68949243,130,221,261,1.44,ONLINE,PAID,4486,B,San Jose,08/02/2022
68949495,255,59,229,0.79,ONLINE,PAID,5375,D,New York,10/02/2022
68949555,292,165,115,0,ONLINE,PAID,4242,B,San Jose,31/01/2022
68950039,217,251,41,2.78,ONLINE,PAID,4894,A,Birmingham,01/12/2021
68950053,96,221,231,0.77,ONLINE,PAID,4317,B,San Jose,08/02/2022
68950062,211,103,59,0,MEAL_BENEFIT,PAID,4996,C,Boston,29/01/2022
68950090,100,149,297,0.75,ONLINE,PAID,5272,B,San Jose,31/12/2021
68950218,113,65,60,1.91,ONLINE,PAID,4079,D,New York,05/02/2022
68950375,117,237,218,2.34,ONLINE,PAID,5831,B,San Jose,05/11/2021
68950377,129,18,178,2.21,ONLINE,PAID,4274,A,Birmingham,03/01/2022
68950408,87,168,170,2.03,ONLINE,PAID,5516,B,San Jose,17/01/2022
68950534,282,101,178,1.27,ONLINE,PAID,5478,C,Boston,13/01/2022
68950535,148,140,67,1.35,DEBIT,PAID,4343,B,San Jose,21/02/2022
68950657,230,80,133,1.91,ONLINE,PAID,4965,D,New York,10/02/2022
68950673,227,219,247,1.62,ONLINE,PAID,4042,B,San Jose,21/02/2022
68951002,281,81,235,0.34,ONLINE,PAID,5427,A,Birmingham,24/01/2022
68951006,241,224,13,0.24,ONLINE,PAID,4036,B,San Jose,16/01/2022
68951062,95,71,61,0,VOUCHER,PAID,5336,C,Boston,27/11/2021
68951542,127,167,145,1.74,ONLINE,PAID,4150,B,San Jose,20/11/2021
68951771,197,298,132,0.88,ONLINE,PAID,5269,D,New York,18/01/2022
68951875,297,109,262,1.5,ONLINE,PAID,5651,B,San Jose,08/02/2022
68952105,240,237,188,4.37,ONLINE,PAID,5988,A,Birmingham,30/12/2021
68952257,13,183,251,3.92,ONLINE,PAID,5659,B,San Jose,09/02/2022
68952479,23,243,173,3.64,ONLINE,PAID,5225,C,Boston,29/01/2022
68952768,286,171,223,0,MEAL_BENEFIT,PAID,5101,B,San Jose,06/02/2022
68952852,252,110,288,3.56,ONLINE,PAID,4919,D,New York,13/01/2022
68952930,230,72,188,2.68,ONLINE,PAID,5331,B,San Jose,13/01/2022
68952949,265,297,132,1.86,ONLINE,PAID,4418,A,Birmingham,29/01/2022
68953023,292,126,300,0,VOUCHER,PAID,4635,B,San Jose,06/02/2022
68953064,88,262,183,0.65,ONLINE,PAID,5310,C,Boston,29/01/2022
68953102,87,22,21,2.01,ONLINE,PAID,5922,B,San Jose,18/01/2022
68953142,266,222,288,0.69,ONLINE,PAID,4212,D,New York,23/01/2022
68953145,298,118,118,0,VOUCHER,PAID,4678,B,San Jose,13/01/2022
68953177,154,184,142,6.46,ONLINE,PAID,4200,A,Birmingham,08/02/2022
68953183,282,18,155,5.36,ONLINE,PAID,4481,B,San Jose,20/01/2022
68953268,245,105,116,4.96,ONLINE,PAID,4792,C,Boston,21/12/2021
68953327,288,270,298,2.86,ONLINE,PAID,5024,B,San Jose,12/01/2022
68953475,119,212,87,0.36,DEBIT,PAID,5839,D,New York,22/01/2022
68953478,274,51,79,0.55,DEBIT_STORE,PAID,8824,B,San Jose,24/01/2022
68953505,168,97,11,1.39,ONLINE,PAID,5077,A,Birmingham,11/02/2022
68953821,71,158,124,1,CREDIT,PAID,5553,B,San Jose,25/01/2022
68954045,146,27,33,1.76,ONLINE,PAID,4756,C,Boston,02/02/2022
68954335,195,204,145,0.39,ONLINE,PAID,4937,B,San Jose,20/01/2022
68954432,205,15,173,0.27,ONLINE,PAID,4567,D,New York,25/01/2022
68954497,215,96,157,0,VOUCHER,PAID,4135,B,San Jose,06/01/2022
68954499,10,141,296,4.34,ONLINE,PAID,5082,A,Birmingham,21/12/2021
68954577,196,159,285,0.49,ONLINE,PAID,5440,B,San Jose,12/01/2022
68954604,25,195,230,2.39,ONLINE,PAID,4634,C,Boston,23/01/2022
68954643,10,165,42,0.73,ONLINE,PAID,4134,B,San Jose,23/01/2022
68954646,292,22,22,5.3,ONLINE,PAID,5546,D,New York,06/12/2021
68954668,262,227,85,4.37,ONLINE,PAID,10645,B,San Jose,30/01/2022
68954679,23,99,20,0.51,ONLINE,PAID,4819,A,Birmingham,25/01/2022
68954709,139,122,273,0,VOUCHER,PAID,5961,B,San Jose,24/01/2022
68954722,95,175,264,1.06,ONLINE,PAID,5594,C,Boston,14/01/2022
68954736,71,299,261,0,VOUCHER,PAID,4049,B,San Jose,23/12/2021
68954894,110,247,72,2.88,ONLINE,PAID,5987,D,New York,08/11/2021
68954920,124,185,38,2.02,ONLINE,PAID,4744,B,San Jose,31/10/2021
68954940,221,67,211,0.58,VOUCHER_DC,PAID,5958,A,Birmingham,19/12/2021
68954960,215,241,114,0.86,ONLINE,PAID,5972,B,San Jose,08/12/2021
68954965,128,89,287,1.03,ONLINE,PAID,4747,C,Boston,16/01/2022
68954994,28,138,260,1.07,ONLINE,PAID,4450,B,San Jose,07/12/2021
68955002,72,165,272,0.65,ONLINE,PAID,5299,D,New York,30/01/2022
68955019,287,163,134,0,MEAL_BENEFIT,PAID,5804,B,San Jose,13/01/2022
68955021,88,61,230,1.18,ONLINE,PAID,4224,A,Birmingham,22/01/2022
68955039,271,185,210,1.18,ONLINE,PAID,5356,B,San Jose,17/01/2022
68955084,32,127,75,3.56,ONLINE,PAID,4250,C,Boston,23/01/2022
68955101,14,284,192,0.33,ONLINE,PAID,4291,B,San Jose,25/01/2022
68955102,255,152,187,0,VOUCHER,PAID,11603,D,New York,30/01/2022
68955175,256,82,51,3.22,ONLINE,PAID,5649,B,San Jose,23/01/2022
68955183,86,112,192,5.32,ONLINE,PAID,5084,A,Birmingham,31/01/2022
68955294,20,103,275,0.24,ONLINE,PAID,5404,B,San Jose,31/01/2022
68955356,178,27,99,0,VOUCHER,PAID,5621,C,Boston,12/01/2022
68955360,72,182,134,0,VOUCHER,PAID,5278,B,San Jose,14/01/2022
68955403,257,33,51,0.41,DEBIT_STORE,PAID,4684,D,New York,14/02/2022
68955516,146,88,108,3.35,ONLINE,PAID,4080,B,San Jose,29/01/2022
68955613,174,79,168,0.38,ONLINE,PAID,4869,A,Birmingham,22/01/2022
68955653,53,273,175,1.9,ONLINE,PAID,4078,B,San Jose,14/01/2022
68955655,264,65,228,0,MEAL_BENEFIT,PAID,5531,C,Boston,27/02/2022
68955656,237,104,247,0.91,ONLINE,PAID,5477,B,San Jose,21/01/2022
68955691,75,151,115,0.52,ONLINE,PAID,4616,D,New York,12/01/2022
68955720,82,54,287,6.75,ONLINE,PAID,4575,B,San Jose,20/01/2022
68956340,75,90,259,1.13,ONLINE,PAID,4725,A,Birmingham,06/01/2022
68956413,86,250,67,2.86,ONLINE,PAID,5171,B,San Jose,27/01/2022
68956483,224,220,255,2.7,ONLINE,PAID,4007,C,Boston,19/01/2022
68956559,248,26,76,0,MEAL_BENEFIT,PAID,4392,B,San Jose,22/01/2022
68956564,55,176,249,1.56,PAYMENT_LINK,PAID,4624,D,New York,27/01/2022
68956566,154,246,145,2.02,ONLINE,PAID,4663,B,San Jose,26/01/2022
68956602,222,166,203,0.45,ONLINE,PAID,5418,A,Birmingham,06/01/2022
68956604,287,152,297,1.4,ONLINE,PAID,5006,B,San Jose,17/12/2021
68956648,176,265,166,0.89,ONLINE,PAID,4433,C,Boston,05/02/2022
68956699,22,273,137,2.13,ONLINE,PAID,5525,B,San Jose,02/02/2022
68956772,15,284,131,1.67,ONLINE,PAID,5425,D,New York,10/02/2022
68956826,195,166,198,1.05,ONLINE,PAID,4991,B,San Jose,10/02/2022
68957003,87,47,171,1.21,DEBIT,PAID,4811,A,Birmingham,05/02/2022
68957078,89,219,24,0.88,DEBIT,PAID,5566,B,San Jose,01/02/2022
68957148,37,70,107,0.39,DEBIT,PAID,1014,C,Boston,09/12/2021
68957280,204,48,65,0,MEAL_BENEFIT,PAID,1990,B,San Jose,05/12/2021
68957288,216,275,138,2.29,DEBIT,PAID,5138,D,New York,13/01/2022
68957459,173,277,242,0.4,ONLINE,PAID,1404,B,San Jose,07/02/2022
68957565,205,42,190,0.64,ONLINE,PAID,1717,A,Birmingham,05/11/2021
68957687,34,18,159,0,VOUCHER_DC,PAID,1891,B,San Jose,04/01/2022
68957782,197,164,140,6.43,ONLINE,PAID,1959,C,Boston,31/01/2022
68957783,203,49,219,0.91,ONLINE,PAID,1735,B,San Jose,31/01/2022
68957845,110,201,214,3.51,ONLINE,PAID,1581,D,New York,08/02/2022
68957889,12,98,83,0.77,ONLINE,PAID,1660,B,San Jose,09/02/2022
68957918,195,157,95,3.27,ONLINE,PAID,1913,A,Birmingham,10/02/2022
68958327,42,110,177,1.94,ONLINE,PAID,3260,B,San Jose,30/01/2022
68958607,35,35,36,0.57,DEBIT,PAID,1829,C,Boston,17/12/2021
68958632,20,224,68,4.8,ONLINE,PAID,2778,B,San Jose,05/12/2021
68958712,254,151,293,3.92,ONLINE,PAID,1771,D,New York,15/01/2022
68958851,124,215,265,6.23,ONLINE,PAID,1853,B,San Jose,12/01/2022
68958876,165,215,240,0.89,ONLINE,PAID,1568,A,Birmingham,06/09/2020
68958967,104,170,157,3.68,ONLINE,PAID,1071,B,San Jose,04/07/2020
68959018,199,234,26,0.69,ONLINE,PAID,1329,C,Boston,30/12/2021
68959312,287,25,24,0.69,ONLINE,PAID,1690,B,San Jose,11/02/2022
68959420,71,124,221,0,VOUCHER,PAID,1711,D,New York,05/02/2022
68959506,120,71,279,1.4,DEBIT,PAID,1335,B,San Jose,11/02/2022
68959745,190,26,155,0.33,ONLINE,PAID,27417,A,Birmingham,12/01/2022
68959747,22,186,205,6.35,ONLINE,PAID,5822,B,San Jose,29/01/2022
68959794,47,225,114,1.15,ONLINE,PAID,4195,C,Boston,27/01/2022
68959798,99,232,37,0.45,ONLINE,PAID,4145,B,San Jose,20/01/2022
68959815,13,241,36,8.89,ONLINE,PAID,5248,D,New York,30/01/2022
68959816,133,229,101,1.11,ONLINE,PAID,5451,B,San Jose,08/02/2022
68959818,94,107,184,0.65,ONLINE,PAID,4280,A,Birmingham,31/01/2022
68959831,62,131,90,0.74,ONLINE,PAID,4597,B,San Jose,17/01/2020
68959843,288,124,111,2.77,ONLINE,PAID,4357,C,Boston,02/01/2022
68959863,106,11,15,0,VOUCHER_DC,PAID,5374,B,San Jose,20/02/2022
68959884,176,197,210,0.3,ONLINE,PAID,4252,D,New York,08/02/2022
68959886,21,246,122,0,VOUCHER,PAID,4385,B,San Jose,10/02/2022
68959944,202,73,23,1.46,ONLINE,PAID,4162,A,Birmingham,31/01/2022
68959945,33,82,210,0,MEAL_BENEFIT,PAID,5479,B,San Jose,01/12/2021
68959947,234,187,96,2.44,ONLINE,PAID,5341,C,Boston,08/02/2022
68960040,121,213,211,3.78,ONLINE,PAID,12377,B,San Jose,29/01/2022
68960191,92,204,291,12.01,ONLINE,PAID,1512,D,New York,31/12/2021
68960195,183,56,186,2.75,ONLINE,PAID,3347,B,San Jose,05/02/2022
68960225,181,43,245,5.31,ONLINE,PAID,3270,A,Birmingham,05/11/2021
68960244,212,31,226,2.15,CREDIT,PAID,3714,B,San Jose,03/01/2022
68960257,188,160,264,5.27,ONLINE,PAID,1247,C,Boston,17/01/2022
68960289,255,253,272,2.93,ONLINE,PAID,1654,B,San Jose,13/01/2022
68960329,201,189,233,0.88,ONLINE,PAID,1787,D,New York,21/02/2022
68960364,163,210,148,0.72,ONLINE,PAID,1296,B,San Jose,10/02/2022
68960370,213,24,179,6.47,ONLINE,PAID,1545,A,Birmingham,21/02/2022
68960388,181,136,30,0.41,ONLINE,PAID,1007,B,San Jose,24/01/2022
68960511,152,125,31,0.61,ONLINE,PAID,1335,C,Boston,16/01/2022
68960650,234,251,111,1.59,ONLINE,PAID,1551,B,San Jose,27/11/2021
68960854,106,138,189,4.19,ONLINE,PAID,1929,D,New York,20/11/2021
68960895,291,127,172,0.88,DEBIT,PAID,1297,B,San Jose,18/01/2022
68960984,92,195,115,0.51,DEBIT,PAID,1311,A,Birmingham,08/02/2022
68961018,175,61,70,3.6,ONLINE,PAID,1890,B,San Jose,30/12/2021
68961090,45,214,270,0.9,DEBIT,PAID,1243,C,Boston,09/02/2022
68961189,243,125,24,2.88,ONLINE,PAID,1377,B,San Jose,11/07/2021
68961209,22,81,229,0,VOUCHER,PAID,1533,D,New York,24/07/2021
68961216,22,102,175,1.64,ONLINE,PAID,1009,B,San Jose,07/07/2021
68961228,281,177,224,0.47,ONLINE,PAID,3677,A,Birmingham,19/08/2021
68961290,228,158,115,6.63,ONLINE,PAID,1398,B,San Jose,10/07/2021
68961324,117,75,90,0.72,ONLINE,PAID,1116,C,Boston,26/09/2021
68961540,19,114,38,0,VOUCHER,PAID,1118,B,San Jose,30/04/2021
68961541,80,280,38,0.39,ONLINE,PAID,1520,D,New York,24/04/2021
68961575,212,226,169,0.76,ONLINE,PAID,1353,B,San Jose,06/06/2021
68961624,180,48,75,0.7,ONLINE,PAID,1253,A,Birmingham,07/06/2021
68961671,72,125,122,5.19,ONLINE,PAID,1597,B,San Jose,08/06/2021
68961680,94,167,169,0.93,DEBIT,PAID,3047,C,Boston,09/06/2021
68961687,167,36,97,0,MEAL_BENEFIT,PAID,1922,B,San Jose,03/08/2021
68961722,15,245,59,0.73,ONLINE,PAID,1221,D,New York,18/08/2021
68961732,281,230,156,0,VOUCHER,PAID,1852,B,San Jose,07/10/2021
68961830,143,269,167,2.12,ONLINE,PAID,1886,A,Birmingham,11/07/2021
68961877,86,192,71,4.68,ONLINE,PAID,1117,B,San Jose,08/07/2021
68961961,79,63,12,1.96,ONLINE,PAID,1418,C,Boston,12/08/2021
68962063,65,236,275,0.64,ONLINE,PAID,1475,B,San Jose,02/09/2021
68962119,254,58,211,3.77,ONLINE,PAID,1480,D,New York,03/09/2021
68962407,16,45,93,0.74,ONLINE,PAID,1315,B,San Jose,04/09/2021
68962428,138,203,21,0.62,ONLINE,PAID,1097,A,Birmingham,05/09/2021
68962459,169,202,265,4.06,ONLINE,PAID,1513,B,San Jose,06/09/2021
68962510,152,221,19,3.01,ONLINE,PAID,1036,C,Boston,15/07/2021
68962830,49,150,41,0.9,ONLINE,PAID,1488,B,San Jose,16/07/2021
68962892,51,104,213,1.67,ONLINE,PAID,1524,D,New York,17/07/2021
68962959,150,216,197,4.7,ONLINE,PAID,1278,B,San Jose,18/07/2021
68963112,223,254,202,0.9,ONLINE,PAID,1837,A,Birmingham,14/09/2021
68963207,63,256,51,3.39,ONLINE,PAID,1066,B,San Jose,21/09/2021
68963290,101,165,293,0.6,ONLINE,PAID,1805,C,Boston,13/06/2021
68963309,65,142,189,0,VOUCHER,PAID,1220,B,San Jose,28/08/2021
68963320,212,292,242,4.57,ONLINE,PAID,1935,D,New York,18/09/2021
